ID_Projet,Client,Description,Statut,Date_Début,Jours_écoulés,Etat,Inactivité,Action_suggérée,Type_Action,Email
PRJ-0410,Client_11,Projet de service 410,Finalisé,2027-10-11,-774,Terminé,Non,Aucune action,Aucune,client_11@gmail.com
PRJ-0411,Client_12,Projet de service 411,En attente,2027-10-14,-777,Pas encore débuté,Non,Attente de réponse client,Faible,client_12@gmail.com
PRJ-0412,Client_13,Projet de service 412,Suspendu,2027-10-17,-780,Pas encore débuté,Non,Attente de réponse client,Faible,client_13@gmail.com
PRJ-0413,Client_14,Projet de service 413,En cours,2027-10-20,-783,Pas encore débuté,Non,Attente de réponse client,Faible,client_14@gmail.com
PRJ-0414,Client_15,Projet de service 414,Finalisé,2027-10-23,-786,Terminé,Non,Aucune action,Aucune,client_15@gmail.com
PRJ-0415,Client_16,Projet de service 415,En attente,2027-10-26,-789,Pas encore débuté,Non,Attente de réponse client,Faible,client_16@gmail.com
PRJ-0416,Client_17,Projet de service 416,Suspendu,2027-10-29,-792,Pas encore débuté,Non,Attente de réponse client,Faible,client_17@gmail.com
PRJ-0417,Client_18,Projet de service 417,En cours,2027-11-01,-795,Pas encore débuté,Non,Attente de réponse client,Faible,client_18@gmail.com
PRJ-0418,Client_19,Projet de service 418,Finalisé,2027-11-04,-798,Terminé,Non,Aucune action,Aucune,client_19@gmail.com
PRJ-0419,Client_20,Projet de service 419,En attente,2027-11-07,-801,Pas encore débuté,Non,Attente de réponse client,Faible,client_20@gmail.com
PRJ-0420,Client_21,Projet de service 420,Suspendu,2027-11-10,-804,Pas encore débuté,Non,Attente de réponse client,Faible,client_21@gmail.com
PRJ-0421,Client_22,Projet de service 421,En cours,2027-11-13,-807,Pas encore débuté,Non,Attente de réponse client,Faible,client_22@gmail.com
PRJ-0422,Client_23,Projet de service 422,Finalisé,2027-11-16,-810,Terminé,Non,Aucune action,Aucune,client_23@gmail.com
PRJ-0423,Client_24,Projet de service 423,En attente,2027-11-19,-813,Pas encore débuté,Non,Attente de réponse client,Faible,client_24@gmail.com
PRJ-0424,Client_25,Projet de service 424,Suspendu,2027-11-22,-816,Pas encore débuté,Non,Attente de réponse client,Faible,client_25@gmail.com
PRJ-0425,Client_26,Projet de service 425,En cours,2027-11-25,-819,Pas encore débuté,Non,Attente de réponse client,Faible,client_26@gmail.com
PRJ-0426,Client_27,Projet de service 426,Finalisé,2027-11-28,-822,Terminé,Non,Aucune action,Aucune,client_27@gmail.com
PRJ-0427,Client_28,Projet de service 427,En attente,2027-12-01,-825,Pas encore débuté,Non,Attente de réponse client,Faible,client_28@gmail.com
PRJ-0428,Client_29,Projet de service 428,Suspendu,2027-12-04,-828,Pas encore débuté,Non,Attente de réponse client,Faible,client_29@gmail.com
PRJ-0429,Client_30,Projet de service 429,En cours,2027-12-07,-831,Pas encore débuté,Non,Attente de réponse client,Faible,client_30@gmail.com
PRJ-0430,Client_31,Projet de service 430,Finalisé,2027-12-10,-834,Terminé,Non,Aucune action,Aucune,client_31@gmail.com
PRJ-0431,Client_32,Projet de service 431,En attente,2027-12-13,-837,Pas encore débuté,Non,Attente de réponse client,Faible,client_32@gmail.com
PRJ-0432,Client_33,Projet de service 432,Suspendu,2027-12-16,-840,Pas encore débuté,Non,Attente de réponse client,Faible,client_33@gmail.com
PRJ-0433,Client_34,Projet de service 433,En cours,2027-12-19,-843,Pas encore débuté,Non,Attente de réponse client,Faible,client_34@gmail.com
PRJ-0434,Client_35,Projet de service 434,Finalisé,2027-12-22,-846,Terminé,Non,Aucune action,Aucune,client_35@gmail.com
PRJ-0435,Client_36,Projet de service 435,En attente,2027-12-25,-849,Pas encore débuté,Non,Attente de réponse client,Faible,client_36@gmail.com
PRJ-0436,Client_37,Projet de service 436,Suspendu,2027-12-28,-852,Pas encore débuté,Non,Attente de réponse client,Faible,client_37@gmail.com
PRJ-0437,Client_38,Projet de service 437,En cours,2027-12-31,-855,Pas encore débuté,Non,Attente de réponse client,Faible,client_38@gmail.com
PRJ-0438,Client_39,Projet de service 438,Finalisé,2028-01-03,-858,Terminé,Non,Aucune action,Aucune,client_39@gmail.com
PRJ-0439,Client_40,Projet de service 439,En attente,2028-01-06,-861,Pas encore débuté,Non,Attente de réponse client,Faible,client_40@gmail.com
PRJ-0440,Client_41,Projet de service 440,Suspendu,2028-01-09,-864,Pas encore débuté,Non,Attente de réponse client,Faible,client_41@gmail.com
PRJ-0441,Client_42,Projet de service 441,En cours,2028-01-12,-867,Pas encore débuté,Non,Attente de réponse client,Faible,client_42@gmail.com
PRJ-0442,Client_43,Projet de service 442,Finalisé,2028-01-15,-870,Terminé,Non,Aucune action,Aucune,client_43@gmail.com
PRJ-0443,Client_44,Projet de service 443,En attente,2028-01-18,-873,Pas encore débuté,Non,Attente de réponse client,Faible,client_44@gmail.com
PRJ-0444,Client_45,Projet de service 444,Suspendu,2028-01-21,-876,Pas encore débuté,Non,Attente de réponse client,Faible,client_45@gmail.com
PRJ-0445,Client_46,Projet de service 445,En cours,2028-01-24,-879,Pas encore débuté,Non,Attente de réponse client,Faible,client_46@gmail.com
PRJ-0446,Client_47,Projet de service 446,Finalisé,2028-01-27,-882,Terminé,Non,Aucune action,Aucune,client_47@gmail.com
PRJ-0447,Client_48,Projet de service 447,En attente,2028-01-30,-885,Pas encore débuté,Non,Attente de réponse client,Faible,client_48@gmail.com
PRJ-0448,Client_49,Projet de service 448,Suspendu,2028-02-02,-888,Pas encore débuté,Non,Attente de réponse client,Faible,client_49@gmail.com
PRJ-0449,Client_50,Projet de service 449,En cours,2028-02-05,-891,Pas encore débuté,Non,Attente de réponse client,Faible,client_50@gmail.com
PRJ-0450,Client_51,Projet de service 450,Finalisé,2028-02-08,-894,Terminé,Non,Aucune action,Aucune,client_51@gmail.com
PRJ-0451,Client_52,Projet de service 451,En attente,2028-02-11,-897,Pas encore débuté,Non,Attente de réponse client,Faible,client_52@gmail.com
PRJ-0452,Client_53,Projet de service 452,Suspendu,2028-02-14,-900,Pas encore débuté,Non,Attente de réponse client,Faible,client_53@gmail.com
PRJ-0453,Client_54,Projet de service 453,En cours,2028-02-17,-903,Pas encore débuté,Non,Attente de réponse client,Faible,client_54@gmail.com
PRJ-0454,Client_55,Projet de service 454,Finalisé,2028-02-20,-906,Terminé,Non,Aucune action,Aucune,client_55@gmail.com
PRJ-0455,Client_56,Projet de service 455,En attente,2028-02-23,-909,Pas encore débuté,Non,Attente de réponse client,Faible,client_56@gmail.com
PRJ-0456,Client_57,Projet de service 456,Suspendu,2028-02-26,-912,Pas encore débuté,Non,Attente de réponse client,Faible,client_57@gmail.com
PRJ-0457,Client_58,Projet de service 457,En cours,2028-02-29,-915,Pas encore débuté,Non,Attente de réponse client,Faible,client_58@gmail.com
PRJ-0458,Client_59,Projet de service 458,Finalisé,2028-03-03,-918,Terminé,Non,Aucune action,Aucune,client_59@gmail.com
PRJ-0459,Client_60,Projet de service 459,En attente,2028-03-06,-921,Pas encore débuté,Non,Attente de réponse client,Faible,client_60@gmail.com
PRJ-0460,Client_61,Projet de service 460,Suspendu,2028-03-09,-924,Pas encore débuté,Non,Attente de réponse client,Faible,client_61@gmail.com
PRJ-0461,Client_62,Projet de service 461,En cours,2028-03-12,-927,Pas encore débuté,Non,Attente de réponse client,Faible,client_62@gmail.com
PRJ-0462,Client_63,Projet de service 462,Finalisé,2028-03-15,-930,Terminé,Non,Aucune action,Aucune,client_63@gmail.com
PRJ-0463,Client_64,Projet de service 463,En attente,2028-03-18,-933,Pas encore débuté,Non,Attente de réponse client,Faible,client_64@gmail.com
PRJ-0464,Client_65,Projet de service 464,Suspendu,2028-03-21,-936,Pas encore débuté,Non,Attente de réponse client,Faible,client_65@gmail.com
PRJ-0465,Client_66,Projet de service 465,En cours,2028-03-24,-939,Pas encore débuté,Non,Attente de réponse client,Faible,client_66@gmail.com
PRJ-0466,Client_67,Projet de service 466,Finalisé,2028-03-27,-942,Terminé,Non,Aucune action,Aucune,client_67@gmail.com
PRJ-0467,Client_68,Projet de service 467,En attente,2028-03-30,-945,Pas encore débuté,Non,Attente de réponse client,Faible,client_68@gmail.com
PRJ-0468,Client_69,Projet de service 468,Suspendu,2028-04-02,-948,Pas encore débuté,Non,Attente de réponse client,Faible,client_69@gmail.com
PRJ-0469,Client_70,Projet de service 469,En cours,2028-04-05,-951,Pas encore débuté,Non,Attente de réponse client,Faible,client_70@gmail.com
PRJ-0470,Client_71,Projet de service 470,Finalisé,2028-04-08,-954,Terminé,Non,Aucune action,Aucune,client_71@gmail.com
PRJ-0471,Client_72,Projet de service 471,En attente,2028-04-11,-957,Pas encore débuté,Non,Attente de réponse client,Faible,client_72@gmail.com
PRJ-0472,Client_73,Projet de service 472,Suspendu,2028-04-14,-960,Pas encore débuté,Non,Attente de réponse client,Faible,client_73@gmail.com
PRJ-0473,Client_74,Projet de service 473,En cours,2028-04-17,-963,Pas encore débuté,Non,Attente de réponse client,Faible,client_74@gmail.com
PRJ-0474,Client_75,Projet de service 474,Finalisé,2028-04-20,-966,Terminé,Non,Aucune action,Aucune,client_75@gmail.com
PRJ-0475,Client_76,Projet de service 475,En attente,2028-04-23,-969,Pas encore débuté,Non,Attente de réponse client,Faible,client_76@gmail.com
PRJ-0476,Client_77,Projet de service 476,Suspendu,2028-04-26,-972,Pas encore débuté,Non,Attente de réponse client,Faible,client_77@gmail.com
PRJ-0477,Client_78,Projet de service 477,En cours,2028-04-29,-975,Pas encore débuté,Non,Attente de réponse client,Faible,client_78@gmail.com
PRJ-0478,Client_79,Projet de service 478,Finalisé,2028-05-02,-978,Terminé,Non,Aucune action,Aucune,client_79@gmail.com
PRJ-0479,Client_80,Projet de service 479,En attente,2028-05-05,-981,Pas encore débuté,Non,Attente de réponse client,Faible,client_80@gmail.com
PRJ-0480,Client_81,Projet de service 480,Suspendu,2028-05-08,-984,Pas encore débuté,Non,Attente de réponse client,Faible,client_81@gmail.com
PRJ-0481,Client_82,Projet de service 481,En cours,2028-05-11,-987,Pas encore débuté,Non,Attente de réponse client,Faible,client_82@gmail.com
PRJ-0482,Client_83,Projet de service 482,Finalisé,2028-05-14,-990,Terminé,Non,Aucune action,Aucune,client_83@gmail.com
PRJ-0483,Client_84,Projet de service 483,En attente,2028-05-17,-993,Pas encore débuté,Non,Attente de réponse client,Faible,client_84@gmail.com
PRJ-0484,Client_85,Projet de service 484,Suspendu,2028-05-20,-996,Pas encore débuté,Non,Attente de réponse client,Faible,client_85@gmail.com
PRJ-0485,Client_86,Projet de service 485,En cours,2028-05-23,-999,Pas encore débuté,Non,Attente de réponse client,Faible,client_86@gmail.com
PRJ-0486,Client_87,Projet de service 486,Finalisé,2028-05-26,-1002,Terminé,Non,Aucune action,Aucune,client_87@gmail.com
PRJ-0487,Client_88,Projet de service 487,En attente,2028-05-29,-1005,Pas encore débuté,Non,Attente de réponse client,Faible,client_88@gmail.com
PRJ-0488,Client_89,Projet de service 488,Suspendu,2028-06-01,-1008,Pas encore débuté,Non,Attente de réponse client,Faible,client_89@gmail.com
PRJ-0489,Client_90,Projet de service 489,En cours,2028-06-04,-1011,Pas encore débuté,Non,Attente de réponse client,Faible,client_90@gmail.com
PRJ-0490,Client_91,Projet de service 490,Finalisé,2028-06-07,-1014,Terminé,Non,Aucune action,Aucune,client_91@gmail.com
PRJ-0491,Client_92,Projet de service 491,En attente,2028-06-10,-1017,Pas encore débuté,Non,Attente de réponse client,Faible,client_92@gmail.com
PRJ-0492,Client_93,Projet de service 492,Suspendu,2028-06-13,-1020,Pas encore débuté,Non,Attente de réponse client,Faible,client_93@gmail.com
PRJ-0493,Client_94,Projet de service 493,En cours,2028-06-16,-1023,Pas encore débuté,Non,Attente de réponse client,Faible,client_94@gmail.com
PRJ-0494,Client_95,Projet de service 494,Finalisé,2028-06-19,-1026,Terminé,Non,Aucune action,Aucune,client_95@gmail.com
PRJ-0495,Client_96,Projet de service 495,En attente,2028-06-22,-1029,Pas encore débuté,Non,Attente de réponse client,Faible,client_96@gmail.com
PRJ-0496,Client_97,Projet de service 496,Suspendu,2028-06-25,-1032,Pas encore débuté,Non,Attente de réponse client,Faible,client_97@gmail.com
PRJ-0497,Client_98,Projet de service 497,En cours,2028-06-28,-1035,Pas encore débuté,Non,Attente de réponse client,Faible,client_98@gmail.com
PRJ-0498,Client_99,Projet de service 498,Finalisé,2028-07-01,-1038,Terminé,Non,Aucune action,Aucune,client_99@gmail.com
PRJ-0499,Client_100,Projet de service 499,En attente,2028-07-04,-1041,Pas encore débuté,Non,Attente de réponse client,Faible,client_100@gmail.com
PRJ-0500,Client_101,Projet de service 500,Suspendu,2028-07-07,-1044,Pas encore débuté,Non,Attente de réponse client,Faible,client_101@gmail.com
